"Year","ID","crossing_time","crossing_duration","crossing_date","nearest_before_Lon","nearest_before_Lat","nearest_after_Lon","nearest_after_Lat","lake_width","circumvent_distance","straight_distance","circumvent_speed","straight_speed","albedo_linear","albedo_nearest_pixel","albedo_whole_lake","type","order","season","Location","average_speed_on_land","max_speed_on_land","location","lake_spent","sex"
2021,"bat301",2021-04-13 23:00:14,0.0421527777777778,103,"-111.010349","65.811405","-110.984171","65.827809",1387.58883270872,7066.52556856133,2181.60501169167,1.94028708637049,0.599012908207488,0.994268079598745,1,0.925925925925926,"0",82,"spring","Spring Migration",0.0868193751907847,0.242566244768122,"Known Crossing Event",8.9893449918058,"f"
2007,"bat068",2007-05-24 19:58:00,1.00347222222222,144,"-110.6489","65.4209","-110.3266","65.5275",9062.43193405997,103483.365818565,19042.6574621315,1.19357976722682,0.219638494372913,0.729069392470753,0.724867701530457,0.724867724867725,"0",83,"spring","Spring Migration",0.150018866318272,0.266525937388401,"Known Crossing Event",209.069927613068,"f"
2009,"bat082",2009-05-09 03:00:00,1.5,129,"-109.6903","64.968","-109.7525","65.0929",8515.44746830725,17288.133077955,14207.7124626943,0.133396088564467,0.109627410977579,0.833416000008583,0.798941791057587,0.814814814814815,"0",84,"spring","Spring Migration",0.0814340083576039,0.158715103000969,"Known Crossing Event",1602.38280270587,"f"
2011,"bat093",2011-05-14 15:00:00,2,134,"-110.6681","65.1403","-109.8326","65.5642",7703.85744593276,85891.5208806322,61082.6939208675,0.497057412503659,0.353487812042057,0.776769974875072,0.772486746311188,0.777777777777778,"0",85,"spring","Spring Migration",0.379080538305268,0.658470349766256,"Known Crossing Event",238.65033580398,"f"
2015,"bat139",2015-05-13 15:00:00,2,133,"-110.8828","65.2732","-110.3969","65.7648",11516.8488226822,126084.879179648,59136.6882599812,0.729657865622962,0.342226205208224,0.783068776130676,0.783068776130676,0.783068783068783,"0",86,"spring","Spring Migration",0.16895192202947,0.288169911209238,"Known Crossing Event",319.946531128834,"f"
2015,"bat137",2015-05-13 15:00:00,3,133,"-111.0523","65.1339","-110.1442","65.6251",16334.3665065376,115116.353346919,69016.9688898098,0.444121733591508,0.266269170099575,0.783068776130676,0.783068776130676,0.783068783068783,"0",87,"spring","Spring Migration",0.225235670791291,0.324154281450303,"Known Crossing Event",162.974883408153,"f"
2017,"bev100",2017-04-02,0.666666666666667,92,"-111.434369","65.824971","-111.354032","65.850291",759.105807232915,11800.6688826927,4620.02673055952,0.204872723657859,0.0802087974055472,0.924036289964403,0.915343940258026,0.846560846560847,"0",88,"spring","Spring Migration",0.102122148883831,0.206784878737034,"Known Crossing Event",586.94459591664,"f"
2017,"bev100",2017-04-02 16:00:00,1.33333333333333,92,"-111.354032","65.850291","-111.048131","65.872006",9702.06026681741,44996.0399237332,14134.0777324831,0.390590624337961,0.122691646983361,0.850697448036887,0.809523820877075,0.846560846560847,"0",89,"spring","Spring Migration",0.102122148883831,0.206784878737034,"Known Crossing Event",586.944053217986,"f"
2017,"bat191",2017-05-15 19:00:00,0.125,135,"-110.899166","65.646266","-110.731346","65.693387",7406.08457060325,128566.049351404,9314.21738989313,11.9042638288337,0.862427536101215,0.773002945795292,0.772486746311188,0.772486772486772,"0",90,"spring","Spring Migration",0.396374614431206,0.706168144497057,"Known Crossing Event",32.9733035527673,"f"
2017,"bat160",2017-05-18 15:00:00,2.00069444444444,138,"-111.370769","65.428004","-110.815444","66.004872",7485.56628336532,94329.4122832116,69065.3234192321,0.545698323980166,0.399544853750041,0.756613731384277,0.756613731384277,0.756613756613757,"0",91,"spring","Spring Migration",0.214687870087994,0.331094247774282,"Known Crossing Event",210.865777782479,"f"
2017,"bat136",2017-05-18 15:00:00,2.00069444444444,138,"-111.394629","65.409379","-110.814242","66.006503",7986.95628789897,95958.5496901825,71587.7744821997,0.555122930060063,0.414137304652318,0.756613731384277,0.756613731384277,0.756613756613757,"0",92,"spring","Spring Migration",0.182431713995235,0.325424690796957,"Known Crossing Event",130.818827212062,"f"
2017,"bat192",2017-05-20 09:00:00,0.125,140,"-111.14078","65.732526","-111.063044","65.816626",6441.81895600291,92111.0850032187,10012.7167801692,8.5288041669647,0.92710340557122,0.746031761169434,0.746031761169434,0.746031746031746,"0",93,"spring","Spring Migration",0.60329884468639,0.940649545921157,"Known Crossing Event",97.076319625617,"f"
2017,"bat180",2017-05-20 03:01:00,0.124305555555556,140,"-110.687594","65.605679","-110.514548","65.661083",7819.17640758562,139712.249595119,10059.9392586175,13.0085893477764,0.936679633018385,0.746362447738647,0.746031761169434,0.746031746031746,"0",95,"spring","Spring Migration",0.519568492660349,0.704456312655861,"Known Crossing Event",43.9927000515215,"m"
2017,"bat189",2017-05-20 16:00:00,0.125,140,"-110.915346","65.685341","-110.788456","65.746538",6088.32852314093,125206.805201387,8952.97323414861,11.5932227038321,0.828979003161908,0.746362447738647,0.746031761169434,0.746031746031746,"0",96,"spring","Spring Migration",0.274437021574486,0.824722413847861,"Known Crossing Event",67.7061536053937,"f"
2017,"bat169",2017-05-23 15:02:00,1.99930555555556,143,"-110.232224","65.01121","-109.935765","65.418735",1938.25752055777,60782.2137451342,47428.0002851003,0.351871099601332,0.274562928592685,0.7289829618401,0.730158746242523,0.73015873015873,"0",97,"spring","Spring Migration",0.22901763183033,0.361482431119544,"Known Crossing Event",640.24900500511,"m"
2017,"bat186",2017-05-25 14:00:00,0.0833333333333333,145,"-110.557882","65.502242","-110.392379","65.530009",5884.45260124224,112215.843064556,8237.39472308126,15.585533758966,1.14408260042795,0.719576716423035,0.719576716423035,0.71957671957672,"0",98,"spring","Spring Migration",0.437941414735903,0.571089272032679,"Known Crossing Event",12.7414912176107,"m"
2017,"bat185",2017-05-25 22:00:00,0.125,145,"-110.499346","65.487469","-110.344024","65.515278",6237.77660158155,108899.033238349,7809.58037747932,10.0832438183656,0.723109294211048,0.719576716423035,0.719576716423035,0.71957671957672,"0",99,"spring","Spring Migration",0.264101980680231,0.515533370640903,"Known Crossing Event",31.8228768129308,"m"
2017,"bat182",2017-05-27 13:00:00,0.125,147,"-110.546413","65.490623","-110.389708","65.54151",6586.41340316753,111321.985614049,9184.54646488733,10.3075912605601,0.850420968971049,0.707671937015321,0.708994686603546,0.708994708994709,"0",100,"spring","Spring Migration",0.343891738979557,0.996182416912234,"Known Crossing Event",19.1499355539009,"m"
2018,"bat186",2018-05-25 08:00:00,0.0833333333333333,145,"-110.238367","65.356974","-110.121326","65.379086",2525.53875578622,59014.1711585863,5962.14747641335,8.19641266091476,0.828076038390743,0.716600526124239,0.719576716423035,0.71957671957672,"0",103,"spring","Spring Migration",0.750671233568948,1.3660157882362,"Known Crossing Event",44.7852963644142,"m"
2019,"bat232",2019-04-16,1.33333333333333,106,"-109.168906","65.01334","-109.024099","65.029938",5676.67829677502,13848.20292543,7053.32819602121,0.120210094838802,0.0612268072571285,0.856545488680563,0.711640238761902,0.851851851851852,"0",104,"spring","Spring Migration",0.0676112558442803,0.163620452240941,"Known Crossing Event",205.367146783997,"m"
2019,"bat214",2019-05-16 08:01:00,0.665972222222222,136,"-111.487107","65.901806","-111.282551","65.938724",3512.94881923175,22237.1918905673,10159.1259031857,0.386464926843367,0.176557627792591,0.767891949728916,0.767195761203766,0.767195767195767,"0",105,"spring","Spring Migration",0.273582229977391,0.473845127536955,"Known Crossing Event",120.429266616486,"f"
2019,"bev144",2019-05-20 11:00:00,0.125,140,"-111.048523","65.743738","-110.987958","65.762224",2329.93352375899,95060.0838313235,3449.76224404213,8.80185961401144,0.319422430003901,0.762311770365788,0.746031761169434,0.746031746031746,"0",106,"spring","Spring Migration",0.612183736736064,1.07011333620021,"Known Crossing Event",42.7399480483117,"m"
2019,"bev144",2019-05-20 16:00:00,0.0833333333333333,140,"-110.855511","65.768017","-110.736206","65.773703",1914.18272422831,19655.6549155383,5486.96643965044,2.72995207160254,0.762078672173673,0.759700189034144,0.746031761169434,0.746031746031746,"0",107,"spring","Spring Migration",0.428781853525343,1.07011333620021,"Known Crossing Event",36.3986059617915,"m"
2019,"bat221",2019-05-20 12:00:00,0.0833333333333333,140,"-110.59877","65.564341","-110.484561","65.604252",4988.23032681828,131114.524604169,6881.6263529632,18.2103506394679,0.955781437911556,0.745639834139082,0.746031761169434,0.746031746031746,"0",108,"spring","Spring Migration",0.581909532407418,0.910699129929722,"Known Crossing Event",27.2819307604361,"f"
2019,"bat228",2019-04-06 16:01:00,0.666666666666667,96,"-110.807961","65.290015","-110.154338","65.414309",5784.57600327424,84847.4255313661,33349.7018898225,1.47304558214177,0.57898788003164,0.912273243069649,0.994709014892578,0.984126984126984,"0",109,"spring","Spring Migration",0.505542913650964,1.13809038060488,"Known Crossing Event",99.7575232893482,"f"
2019,"bat231",2019-05-20 18:00:00,0.125,140,"-110.571197","65.523303","-110.4601","65.590326",5576.16804759714,122388.84243106,9047.33887827056,11.3323002250981,0.83771656280283,0.755952390531699,0.780423283576965,0.746031746031746,"0",110,"spring","Spring Migration",0.564706282583965,0.8731007637829,"Known Crossing Event",40.3854159537254,"f"
2019,"bat239",2019-05-20 12:00:00,0.0833333333333333,140,"-110.604735","65.564899","-110.484733","65.60393",4817.25228706697,130419.617264642,7026.26421079583,18.1138357312003,0.975870029277199,0.742222230434418,0.746031761169434,0.746031746031746,"0",111,"spring","Spring Migration",0.639574449182959,0.847288027916351,"Known Crossing Event",13.1191928392736,"f"
2019,"bat205",2019-06-04 15:01:00,0.167361111111111,155,"-109.739873","64.984973","-109.785149","65.029734",1394.25165229914,6411.57792134691,5418.72482215294,0.443400962748749,0.374738922693841,0.666666686534882,0.666666686534882,0.666666666666667,"0",112,"spring","Spring Migration",0.0267973461009749,0.10610443440118,"Known Crossing Event",161.805578399225,"m"
2019,"bat205",2019-06-10 02:01:00,0.0826388888888889,161,"-109.686304","65.046878","-109.761438","65.038564",2015.51325556321,25901.5884096773,3648.41565656904,3.62767344673352,0.510982584953647,0.639971142465418,0.640211641788483,0.64021164021164,"0",113,"spring","Spring Migration",0.106292080641202,0.271604872509052,"Known Crossing Event",11.8012033497491,"m"
2019,"bat205",2019-06-24 20:00:00,0.166666666666667,175,"-110.278289","65.389203","-110.183564","65.42124",2961.29958372419,69522.1279189848,5655.03861423317,4.8279255499295,0.392711014877303,0.562830694019794,0.55820107460022,0.560846560846561,"0",114,"spring","Spring Migration",0.215261054324012,0.751820233136415,"Known Crossing Event",18.4684783488415,"m"
2019,"bat201",2019-06-08 10:01:00,0.0826388888888889,159,"-109.740281","65.264116","-109.7812","65.335634",463.060336224678,8287.7730145851,8185.72428524407,1.16075252305113,1.14645998392774,0.627865970134735,0.61904764175415,0.645502645502645,"0",115,"spring","Spring Migration",0.902044068118944,1.46334480181608,"Known Crossing Event",61.7866300938114,"m"
2019,"bat216",2019-06-23 16:00:00,0.0833333333333333,174,"-110.501674","65.523003","-110.378625","65.550072",4346.43753281447,116732.430342589,6423.10663406359,16.2128375475818,0.892098143619943,0.562881568303475,0.55820107460022,0.566137566137566,"0",116,"spring","Spring Migration",0.298317081592582,0.633046132101943,"Known Crossing Event",20.3875640624055,"m"
2020,"bat240",2020-05-04 08:00:00,1,125,"-110.459703","65.302504","-110.29376","65.503616",14619.9274953947,82477.2226210959,23671.2299188028,0.954597484040462,0.273972568504662,0.855437979433272,0.825396835803986,0.846560846560847,"0",117,"spring","Spring Migration",0.26500888794118,0.507951487552095,"Known Crossing Event",153.409120739595,"f"
2020,"bat244",2020-05-06,0.0833333333333333,127,"-109.90234","65.27404","-109.841614","65.305647",2883.89013267953,18817.2405210871,4512.7791222517,2.61350562792877,0.626774878090514,0.782010579109192,0.732804238796234,0.825396825396825,"0",118,"spring","Spring Migration",0.2694877990799,0.894826807365247,"Known Crossing Event",11.8257801677989,"f"
2020,"bat257",2020-05-08 16:00:00,0.667361111111111,129,"-110.986016","65.016527","-110.543253","65.454613",2518.45795014936,61545.1919801876,52957.5686455227,1.06738106105077,0.918445519346562,0.81146384080251,0.841269850730896,0.804232804232804,"0",119,"spring","Spring Migration",0.395574944003393,1.09928561357626,"Known Crossing Event",387.189094202181,"f"
2020,"bat252",2020-05-12 16:01:00,0.666666666666667,133,"-110.821972","65.373303","-110.535416","65.533227",1730.7218709492,26015.8924369765,22193.4741656789,0.451664799253065,0.385303370931925,0.756025864018334,0.746031761169434,0.783068783068783,"0",120,"spring","Spring Migration",0.439492648863317,1.0149909160922,"Known Crossing Event",94.9998616027514,"f"
2020,"bat147",2020-05-20 08:00:00,0.667361111111111,141,"-111.345926","65.796642","-111.186216","66.071321",10695.3138351612,54546.6162589283,31424.8582211735,0.946004444310238,0.545002744037001,0.841931216418743,0.722222208976746,0.71957671957672,"0",121,"spring","Spring Migration",0.311192950723278,0.61310501047412,"Known Crossing Event",84.6210902539002,"f"
2021,"bat255",2021-04-10 16:00:33,0.666689814814815,100,"-111.016604","65.71036","-110.932651","65.804839",3945.17318190524,93575.1490845074,11195.5101672327,1.62451215382291,0.194359747356562,0.934472932265355,0.957671940326691,0.857142857142857,"0",122,"spring","Spring Migration",0.0410755082329914,0.0739287233782676,"Known Crossing Event",105.678937232333,"f"
2021,"bat301",2021-04-13 11:00:26,0.125405092592593,103,"-111.14697","65.769584","-111.050711","65.806963",4186.88535542488,87732.1589311018,6051.93432027708,8.09710742326736,0.558554159693316,0.890933134339073,0.989417970180511,0.925925925925926,"0",123,"spring","Spring Migration",0.126396615675252,0.195073685715935,"Known Crossing Event",58.396673887876,"f"
2021,"bat295",2021-04-13 19:00:11,0.125636574074074,103,"-110.651159","65.58979","-110.493359","65.618543",6148.74131679231,133470.609813492,7930.15910095501,12.2957724379081,0.730553579083833,0.912184008293682,0.867724895477295,0.925925925925926,"0",124,"spring","Spring Migration",0.30306646490145,0.724128874505954,"Known Crossing Event",12.4714842218422,"f"
2021,"bat262",2021-04-19 21:00:31,0.0834375,109,"-110.275285","65.390963","-110.201095","65.413762",2999.58451502165,69680.7565573216,4273.03870935811,9.66580060442802,0.592736677674866,0.926984127362569,0.98412698507309,0.962962962962963,"0",125,"spring","Spring Migration",0.0917719394053317,0.294331676454295,"Known Crossing Event",16.2863117029578,"f"
2021,"bat294",2021-04-19 00:00:59,0.666747685185185,109,"-111.514058","65.754445","-111.420577","65.774948",123.232441789475,5635.9400240162,4843.13318808966,0.0978342913884806,0.0840719563263087,0.904761910438538,0.904761910438538,0.962962962962963,"0",126,"spring","Spring Migration",0.0328119069618607,0.075948966379293,"Known Crossing Event",19.636260546802,"f"
2021,"bat299",2021-04-23 10:00:12,0.125,113,"-110.688398","65.634497","-110.569437","65.684826",6874.62703501797,140433.847835888,7821.72372615495,13.0031340588785,0.724233678347681,0.898368610276116,0.98412698507309,0.968253968253968,"0",127,"spring","Spring Migration",0.146930672109792,0.36443112466678,"Known Crossing Event",46.4140350381741,"f"
2021,"bat266",2021-04-24 01:01:30,0.0828472222222222,114,"-111.068307","65.740187","-110.983323","65.765206",2385.55025348438,93253.451909327,4780.28964617363,13.0278641952119,0.667824761968933,0.907407416747167,0.835978865623474,1,"0",128,"spring","Spring Migration",0.421318113996426,0.861647610081487,"Known Crossing Event",11.3881029859283,"f"
2021,"bev183",2021-04-26 08:01:26,0.666782407407407,116,"-110.709373","65.289522","-110.35222","65.327975",1597.79736083029,19503.0810820191,17150.8231960122,0.338536383996166,0.2977056621422,0.972957074642181,0.968253970146179,0.994708994708995,"0",129,"spring","Spring Migration",0.202984720528531,0.302269419897135,"Known Crossing Event",20.5958152083429,"m"
2021,"bat285",2021-05-03 17:00:52,0.375381944444444,123,"-109.906545","65.263279","-109.806392","65.307686",3183.58447516976,16683.8042783731,6794.49000887956,0.514408296437982,0.209493109144376,0.881117727607489,0.928571403026581,0.835978835978836,"0",130,"spring","Spring Migration",0.292641192444656,0.855197415427556,"Known Crossing Event",141.851822897952,"f"
2021,"bev183",2021-05-06 03:00:24,0.125266203703704,126,"-110.228593","65.351577","-110.120392","65.363594",2598.41166403635,57623.6502114714,5197.2662199642,5.32418462639485,0.480205693427349,0.838624336889812,0.804232776165009,0.82010582010582,"0",131,"spring","Spring Migration",0.398206133311917,0.903823780594752,"Known Crossing Event",27.0112797591822,"m"
2021,"bat269",2021-05-14 20:00:41,0.33306712962963,134,"-110.442633","65.427806","-110.277581","65.505397",6710.06855754775,90770.2131671467,11524.2226422211,3.15426254186144,0.400466436467355,0.776921873583513,0.764550268650055,0.783068783068783,"0",132,"spring","Spring Migration",0.264708854090599,0.581474431456132,"Known Crossing Event",35.5679427845399,"f"
2021,"bat284",2021-05-18 00:01:37,0.499456018518519,138,"-110.591742","65.296088","-110.217639","65.494979",14136.1841596395,84299.732857058,28121.750827641,1.95350804943012,0.651675453100387,0.775177876497137,0.809523820877075,0.756613756613757,"0",133,"spring","Spring Migration",0.225478990528139,0.338212684679436,"Known Crossing Event",93.5756717655348,"f"
2021,"bat292",2021-05-20 08:00:11,0.125162037037037,140,"-111.319233","65.94132","-111.454684","65.923188",3954.82890423033,19166.8472563915,6471.99324627113,1.77241051011573,0.59848282284734,0.770258985067669,0.788359761238098,0.746031746031746,"0",134,"spring","Spring Migration",0.157074357290668,0.565003143534828,"Known Crossing Event",5.02908203947018,"m"
2021,"bat288",2021-06-09 16:01:01,0.54193287037037,160,"-110.278761","65.387755","-110.148384","65.382369",4072.62301209609,64703.1112968926,6074.79124204559,1.3818659910064,0.129739470816598,0.642578661441803,0.642857134342194,0.64021164021164,"0",135,"spring","Spring Migration",0.150064683778164,0.306962267482663,"Known Crossing Event",86.00886164625,"m"
2017,"bat166",2017-05-26 15:01:00,3.375,146,"-110.576491","64.952931","-109.384732","65.426888",7057.95863989389,90901.6155879178,76696.0338632453,0.311733935486686,0.263017948776562,0.406882596643347,0.406593412160873,0.714285714285714,"0",136,"spring","Spring Migration",0.168562595730246,0.299007947415601,"Known Circumnavigating Event",3.21146383118695,"m"
2017,"bat181",2017-05-26 16:00:00,7.33333333333333,146,"-111.411576","65.525309","-111.471711","66.198877",5099.83024697519,77455.8266933327,75031.1923590919,0.122247201220538,0.118420442485941,0.406593412160873,0.406593412160873,0.714285714285714,"0",137,"spring","Spring Migration",0.102957341449203,0.176591183540271,"Known Circumnavigating Event",0,"m"
2017,"bat183",2017-05-19 22:00:00,40.4166666666667,139,"-110.229569","64.959911","-110.868611","66.316583",29255.9230400917,174068.26215917,153846.350144847,0.049847726849705,0.0440568013015025,0.484536084317669,0.483516484498978,0.751322751322751,"0",138,"spring","Spring Migration",0.257842699736585,0.649953285609572,"Known Circumnavigating Event",1.40215036285371,"m"
2017,"bat193",2017-05-17 16:01:00,2.33263888888889,137,"-111.806429","65.573611","-111.059133","66.220828",3468.73653006822,82750.7481111348,79654.195083558,0.410592180763793,0.395227721958708,0.506105035543442,0.50549453496933,0.761904761904762,"0",139,"spring","Spring Migration",0.410126028728197,0.946162312468347,"Known Circumnavigating Event",9.94864416189494,"f"
2019,"bat196",2019-06-18 08:00:00,8.50069444444444,169,"-111.458943","65.696273","-111.450639","66.015639",3706.71240267838,38778.6740224781,35553.6710319446,0.0527988917333526,0.0484079065326152,0.15384615957737,0.15384615957737,0.592592592592593,"0",140,"spring","Spring Migration",0.153321421978127,0.390460782318659,"Known Circumnavigating Event",824.983031404898,"m"
2020,"bat241",2020-06-15 13:00:00,6.12569444444444,167,"-109.974051","64.810844","-108.278605","65.123879",3782.43133518468,102862.358192676,87128.8425604808,0.194351279508514,0.164623894797417,0.175824180245399,0.175824180245399,0.603174603174603,"0",141,"spring","Spring Migration",0.806673919324171,1.31177595055038,"Known Circumnavigating Event",3.5685704423035e-06,"m"
2020,"bat282",2020-06-23 08:00:00,3.08333333333333,175,"-110.439382","64.969266","-109.735324","65.556681",2074.43963850384,86465.9311832754,73153.2996275255,0.324571813751034,0.274599473076297,0.0879120901226997,0.0879120901226997,0.560846560846561,"0",142,"spring","Spring Migration",0.414672209673558,0.582303204548006,"Known Circumnavigating Event",0.028260069193621,"m"
2021,"bat314",2021-06-02 16:02:06,23.9990046296296,153,"-111.292303","65.485559","-111.314726","66.2007",11120.4267232831,85044.6952141593,79615.6840228919,0.041014767787514,0.0383965017949683,0.334065943956375,0.340659350156784,0.677248677248677,"0",144,"spring","Spring Migration",0.0863646396857135,0.145959955302801,"Known Circumnavigating Event",124.668304230357,"m"
2021,"bev182",2021-05-31 00:00:49,9.00047453703704,151,"-110.58258","64.994339","-107.083949","64.972839",12925.3689423728,166590.066075131,164692.828197377,0.214224900789864,0.211785165902231,0.37600238339321,0.631868124008179,0.687830687830688,"0",145,"spring","Spring Migration",0.239608971701904,0.671541929239943,"Known Circumnavigating Event",0,"m"
2021,"bat253",2021-04-14 08:01:30,9.00028935185185,104,"-110.256273","64.960951","-109.078955","65.671597",4973.61621080398,107740.311551745,96192.6520900298,0.138550472980865,0.123700565298222,0.600470955882754,0.97802197933197,0.989417989417989,"0",146,"spring","Spring Migration",0.170002073511065,0.284012537170196,"Known Circumnavigating Event",2.81532488099592,"f"
2019,"bat207",2019-05-16 16:00:00,4.33333333333333,136,"-109.672024","64.770622","-109.027178","65.706101",6266.22635368967,110549.851011458,108389.088606599,0.295272037957955,0.28950077085096,0.54120881408453,0.538461565971375,0.767195767195767,"0",147,"spring","Spring Migration",0.498489531720179,0.77647110845281,"Known Circumnavigating Event",0.0256281760995645,"f"
2018,"bat181",2018-06-06,2.33333333333333,157,"-109.167393","64.742802","-109.446858","65.196685",6705.28041611961,54536.8970075785,52212.2293487333,0.270520322458227,0.258989232880622,0.285236515428709,0.274725288152695,0.656084656084656,"0",148,"spring","Spring Migration",0.222473019919295,0.49202080738245,"Known Circumnavigating Event",116.350273580563,"m"
2015,"bat133",2015-05-17 15:00:00,2,137,"-110.3922","65.3302","-110.1598","65.6882",9238.85305021199,89893.0538267253,41270.1249414917,0.520214431867623,0.238831741559558,0.761375673611959,0.761904776096344,0.761904761904762,"0",149,"spring","Spring Migration",0.195702161175592,0.254974920228233,"Known Crossing Event",470.639,"f"
2018,"bev136",2018-04-03 00:01:00,6.33263888888889,93,"-110.760427","65.642238","-110.513921","65.64301",7834.54891904092,143311.96332808,11317.6917152894,0.261929238089118,0.0206851842586713,0.862814260074516,0.98412698507309,0.91005291005291,"0",256,"spring","Spring Migration",0.0915107185262893,0.271577883823037,"Known Crossing Event",1906.49015533476,"m"
2019,"bat224",2019-09-21 04:00:00,0.0833333333333333,264,"-109.773626","65.168007","-109.69994","65.198863",1144.15371029991,5674.54761988788,4863.24367388076,0.788131613873317,0.675450510261216,0.223544977605343,0.325396835803986,0.0105820105820106,"0",2,"fall","Fall Migration",0.242905216486248,0.686380691799718,"Known Crossing Event",15.8517064852717,"f"
2021,"bat292",2021-08-21 15:00:47,0.0832291666666667,233,"-109.928175","65.314295","-109.967968","65.313115",969.938755897582,29561.0816516921,1854.7356676989,4.11084434038271,0.257924581796537,0.439153442780177,0.457671970129013,0.17989417989418,"0",3,"fall","Fall Migration",0.100974919517319,0.377103580630179,"Known Crossing Event",58.4634285411386,"m"
2019,"bat205",2019-07-29 02:02:00,0.124305555555556,210,"-110.080921","65.386103","-110.244085","65.327598",3268.11982727934,55724.9791480223,9988.66316298584,5.18854554450859,0.930043125045237,0.221288516240961,0.28571429848671,0.121693121693122,"0",4,"fall","Fall Migration",0.349379554539495,0.757499058493668,"Known Crossing Event",53.1459207031163,"m"
2005,"bat056",2005-07-10 14:30:00,1.89930555555556,191,"-109.246","65.214","-109.585","65.097",5335.14643802026,24446.1305748739,20519.0747614069,0.148970935861511,0.125040065578348,0.161659109273127,0.129629626870155,0.470899470899471,"0",5,"fall","Fall Migration",0.204350153999787,0.365823472691804,"Known Circumnavigating Event",388.531149167486,"f"
2005,"bat048",2005-07-10 13:23:00,5.05972222222222,191,"-109.991","65.527","-109.279","64.515",11476.443830351,120239.896699076,117520.343050321,0.275047801031833,0.268826843833656,0.231012118800033,0.320105820894241,0.470899470899471,"0",6,"fall","Fall Migration",0.199104766154927,0.380515288336854,"Known Circumnavigating Event",137.549014809321,"f"
2009,"bat073",2009-07-10 15:00:00,3,191,"-109.6839","65.2411","-110.4814","65.4186",11980.7218219514,51006.2230691571,41993.6965067425,0.196783268013723,0.162012718004408,0.29302091396872,0.476190477609634,0.476190476190476,"0",8,"fall","Fall Migration",0.314057958956649,0.528228068299749,"Known Circumnavigating Event",1.27509551090363,"f"
2009,"bat073",2009-07-17 18:00:00,0.5,198,"-110.358","65.3116","-110.8742","65.4692",9831.78238522506,35741.385269766,29671.615350634,0.827346881244584,0.686842947931343,0.181890784674939,0.15079365670681,0.439153439153439,"0",9,"fall","Fall Migration",0.263900174001406,0.389403610636529,"Known Circumnavigating Event",6.12350147712626,"f"
2009,"bat081",2009-09-25 15:00:00,3,268,"-109.5105","65.0977","-109.3486","65.2289",5513.99921556483,20848.6132051885,16450.3964261757,0.0804344645261903,0.0634660355948135,0.157848328507195,0.10582010447979,0.312169312169312,"0",10,"fall","Fall Migration",0.0857543300132964,0.133922748249964,"Known Circumnavigating Event",1167.46267586618,"f"
2009,"bat071",2009-07-18 03:00:00,6,199,"-109.4181","64.927","-111.0302","65.4077",11116.5227616819,110917.77739585,92427.3787922016,0.213961761951871,0.178293554768907,0.273452591771881,0.195767194032669,0.433862433862434,"0",11,"fall","Fall Migration",0.257295805331381,0.354608479400847,"Known Circumnavigating Event",0.0469709296027675,"f"
2010,"bat072",2010-07-06 12:00:00,1.25,187,"-110.5017","65.6094","-110.6693","65.7016",6947.25510578215,17568.025480034,12825.4505118351,0.162666902592907,0.118754171405881,0.478675646312309,0.460317462682724,0.497354497354497,"0",12,"fall","Fall Migration",0.321485928902923,0.561534095467484,"Known Circumnavigating Event",235.350921175293,"f"
2010,"bat072",2010-07-08,4.5,189,"-110.7746","65.7117","-109.5558","64.9955",46047.2354335812,113658.468309612,97759.280282732,0.29233145141361,0.251438478093446,0.416126887844416,0.103174604475498,0.486772486772487,"0",13,"fall","Fall Migration",0.269691121102534,0.867173657853416,"Known Circumnavigating Event",106.750908408917,"f"
2011,"bat091",2011-07-14 12:00:00,7.375,195,"-108.9","65.0949","-111.137","65.2693",8716.42034347475,119777.78827669,106305.013658749,0.187975185619413,0.166831471529738,0.362379869028014,0.457671970129013,0.417989417989418,"0",14,"fall","Fall Migration",0.34340183891276,0.61298552796409,"Known Circumnavigating Event",5.1301639311561,"f"
2013,"bat086",2013-09-18 15:00:00,4,261,"-109.914","65.2687","-109.3324","65.3562",4880.51604684578,38634.043492066,28742.029753699,0.111788320289543,0.0831655953521383,0.204021167904139,0.0846560820937157,0.354497354497354,"0",15,"fall","Fall Migration",0.083229515263043,0.118591806141757,"Known Circumnavigating Event",128.9100281955,"f"
2013,"bat114",2013-07-25 03:00:00,3.875,206,"-111.2622","66.114","-111.5877","65.6441",8760.36516725667,56040.8395589557,54364.3593300828,0.16738602018804,0.162378612097021,0.181318680755794,0.103174604475498,0.0952380952380952,"0",16,"fall","Fall Migration",0.290513374264239,0.76518931561379,"Known Circumnavigating Event",0.00614555855134423,"f"
2013,"bat122",2013-09-18 15:00:00,4,261,"-109.9185","65.2792","-109.3205","65.358",2839.53397214338,40337.5840998555,29148.4879392986,0.11671754658523,0.0843416896391743,0.269014546182007,0.0582010596990585,0.354497354497354,"0",17,"fall","Fall Migration",0.102944476493812,0.166689669233175,"Known Circumnavigating Event",154.754983772013,"f"
2013,"bat122",2013-07-08 15:00:00,2.125,189,"-110.6927","65.6994","-110.4864","65.5937",8174.94679948337,20265.0097672862,15104.0033344653,0.110375870192191,0.0822658133685472,0.397817464545369,0.404761910438538,0.444444444444444,"0",18,"fall","Fall Migration",0.214183289139147,0.383720566472334,"Known Circumnavigating Event",183.194479295199,"f"
